Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (mm),TCP_ry (mm),TCP_rz (mm),Robot_I (A)
1.001,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
2.9979999999999998,116.0,-779.9,242.1,1.228,1.171,-1.208,1.125
5.244999999999999,116.0,-779.9,242.1,1.228,1.171,-1.208,1.125
7.247,116.0,-779.9,242.1,1.228,1.171,-1.208,1.125
9.247,116.0,-779.9,242.1,1.228,1.171,-1.208,1.125
11.248,116.0,-779.9,242.1,1.228,1.171,-1.208,1.16
15.322000000000001,116.0,-779.9,242.1,1.228,1.171,-1.208,1.16
17.323999999999998,116.0,-779.9,242.1,1.228,1.171,-1.208,1.16
19.313,116.0,-779.9,242.1,1.228,1.171,-1.208,1.16
21.323999999999998,116.0,-779.9,242.1,1.228,1.171,-1.208,1.194
24.317999999999998,116.0,-779.9,242.1,1.228,1.171,-1.208,1.194
26.835,116.0,-779.9,242.1,1.228,1.171,-1.208,1.194
28.835,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
31.032,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
33.031,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
34.611999999999995,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
36.566,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
38.557,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
40.557,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
45.071,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
47.089,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
49.088,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
51.079,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
53.089,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
55.597,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
58.155,116.0,-779.9,242.1,1.228,1.171,-1.208,1.089
60.153999999999996,116.0,-779.9,242.1,1.228,1.171,-1.208,1.089
62.162,116.0,-779.9,242.1,1.228,1.171,-1.208,1.089
64.16199999999999,116.0,-779.9,242.1,1.228,1.171,-1.208,1.089
66.16199999999999,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
67.65599999999999,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
69.672,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
71.664,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
73.666,116.0,-779.9,242.1,1.228,1.171,-1.208,1.265
75.672,116.0,-779.9,242.1,1.228,1.171,-1.208,1.265
77.66199999999999,116.0,-779.9,242.1,1.228,1.171,-1.208,1.265
79.806,116.0,-779.9,242.1,1.228,1.171,-1.208,1.265
81.795,116.0,-779.9,242.1,1.228,1.171,-1.208,1.265
83.80600000000001,116.0,-779.9,242.1,1.228,1.171,-1.208,1.16
85.797,116.0,-779.9,242.1,1.228,1.171,-1.208,1.16
87.806,116.0,-779.9,242.1,1.228,1.171,-1.208,1.16
90.02499999999999,116.0,-779.9,242.1,1.228,1.171,-1.208,1.16
92.034,116.0,-779.9,242.1,1.228,1.171,-1.208,1.16
94.024,116.0,-779.9,242.1,1.228,1.171,-1.208,1.265
96.03299999999999,116.0,-779.9,242.1,1.228,1.171,-1.208,1.265
98.026,116.0,-779.9,242.1,1.228,1.171,-1.208,1.265
99.825,116.0,-779.9,242.1,1.228,1.171,-1.208,1.265
103.813,116.0,-779.9,242.1,1.228,1.171,-1.208,1.265
105.81400000000001,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
108.413,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
110.35000000000001,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
112.359,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
114.35900000000001,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
116.35,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
118.91300000000001,116.0,-779.9,242.1,1.228,1.171,-1.208,1.23
120.87299999999999,116.0,-779.9,242.1,1.228,1.171,-1.208,1.124
124.874,116.0,-779.9,242.1,1.228,1.171,-1.208,1.124
126.87399999999998,116.0,-779.9,242.1,1.228,1.171,-1.208,1.124
129.434,116.0,-779.9,242.1,1.228,1.171,-1.208,1.124
131.389,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
133.38,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
135.389,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
137.388,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
140.107,116.0,-779.9,242.1,1.228,1.171,-1.208,1.266
143.894,116.0,-779.9,242.1,1.228,1.171,-1.208,1.266
145.893,116.0,-779.9,242.1,1.228,1.171,-1.208,1.266
147.895,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
150.411,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
152.418,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
154.417,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
156.42000000000002,116.0,-779.9,242.1,1.228,1.171,-1.208,1.195
158.42999999999998,116.0,-779.9,242.1,1.228,1.171,-1.208,1.124
160.98999999999998,116.0,-779.9,242.1,1.228,1.171,-1.208,1.124
162.932,116.0,-779.9,242.1,1.228,1.171,-1.208,1.124
164.934,116.0,-779.9,242.1,1.228,1.171,-1.208,1.124
166.93099999999998,116.0,-779.9,242.1,1.228,1.171,-1.208,1.09
168.933,116.0,-779.9,242.1,1.228,1.171,-1.208,1.09
172.457,116.0,-779.9,242.1,1.228,1.171,-1.208,1.09
175.633,116.0,-779.9,242.1,1.228,1.171,-1.208,1.09
178.76,116.0,-779.9,242.1,1.228,1.171,-1.208,1.16
181.722,116.0,-779.9,242.1,1.228,1.171,-1.208,1.16
