Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (mm),TCP_ry (mm),TCP_rz (mm),Robot_I (A)
0.166,95.9,-760.0,242.2,1.228,1.171,-1.208,1.089
2.009,95.9,-760.0,242.2,1.228,1.171,-1.208,1.089
4.033,95.9,-760.0,242.2,1.228,1.171,-1.208,1.089
6.0200000000000005,95.9,-760.0,242.2,1.228,1.171,-1.208,1.16
8.02,95.9,-760.0,242.2,1.228,1.171,-1.208,1.16
10.562,95.9,-760.0,242.2,1.228,1.171,-1.208,1.16
12.607999999999999,95.9,-760.0,242.2,1.228,1.171,-1.208,1.16
14.101,95.9,-760.0,242.2,1.228,1.171,-1.208,1.23
16.119999999999997,95.9,-760.0,242.2,1.228,1.171,-1.208,1.23
18.118,95.9,-760.0,242.2,1.228,1.171,-1.208,1.23
20.131,95.9,-760.0,242.2,1.228,1.171,-1.208,1.23
21.703,96.0,-760.0,242.2,1.228,1.171,-1.208,1.195
25.705,96.0,-760.0,242.2,1.228,1.171,-1.208,1.195
27.68,96.0,-760.0,242.2,1.228,1.171,-1.208,1.195
29.701999999999998,96.0,-760.0,242.2,1.228,1.171,-1.208,1.195
31.233,95.9,-760.0,242.2,1.228,1.171,-1.208,1.124
33.251999999999995,95.9,-760.0,242.2,1.228,1.171,-1.208,1.124
35.251999999999995,95.9,-760.0,242.2,1.228,1.171,-1.208,1.124
39.252,95.9,-760.0,242.2,1.228,1.171,-1.208,1.124
41.859,96.0,-760.0,242.2,1.228,1.171,-1.208,1.16
43.815,96.0,-760.0,242.2,1.228,1.171,-1.208,1.16
47.815000000000005,96.0,-760.0,242.2,1.228,1.171,-1.208,1.16
49.827000000000005,96.0,-760.0,242.2,1.228,1.171,-1.208,1.23
52.344,96.0,-760.0,242.2,1.228,1.171,-1.208,1.23
54.373999999999995,96.0,-760.0,242.2,1.228,1.171,-1.208,1.23
56.361000000000004,96.0,-760.0,242.2,1.228,1.171,-1.208,1.16
58.374,96.0,-760.0,242.2,1.228,1.171,-1.208,1.16
60.365,96.0,-760.0,242.2,1.228,1.171,-1.208,1.16
62.891000000000005,96.0,-760.0,242.2,1.228,1.171,-1.208,1.16
64.91199999999999,96.0,-760.0,242.2,1.228,1.171,-1.208,1.16
66.92399999999999,96.0,-760.0,242.2,1.228,1.171,-1.208,1.16
68.91,96.0,-760.0,242.2,1.228,1.171,-1.208,1.16
70.911,96.0,-760.0,242.2,1.228,1.171,-1.208,1.16
73.43900000000001,96.0,-760.0,242.2,1.228,1.171,-1.208,1.054
75.45,96.0,-760.0,242.2,1.228,1.171,-1.208,1.054
77.473,96.0,-760.0,242.2,1.228,1.171,-1.208,1.054
