Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (mm),TCP_ry (mm),TCP_rz (mm),Robot_I (A)
1.01,155.9,-759.7,242.1,1.228,1.171,-1.208,1.125
3.0100000000000002,155.9,-759.7,242.1,1.228,1.171,-1.208,1.161
5.074000000000001,155.9,-759.7,242.1,1.228,1.171,-1.208,1.161
7.087000000000001,155.9,-759.7,242.1,1.228,1.171,-1.208,1.161
9.088000000000001,155.9,-759.7,242.1,1.228,1.171,-1.208,1.161
11.592,155.9,-759.8,242.1,1.228,1.171,-1.208,1.126
13.59,155.9,-759.8,242.1,1.228,1.171,-1.208,1.126
16.567999999999998,155.9,-759.8,242.1,1.228,1.171,-1.208,1.126
18.968,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
23.496,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
25.516000000000002,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
28.543,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
31.542,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
34.364,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
36.771,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
38.47,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
41.473000000000006,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
43.467999999999996,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
47.099000000000004,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
50.092999999999996,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
52.095,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
55.196000000000005,156.0,-759.8,242.1,1.228,1.171,-1.208,1.09
57.724,156.0,-759.8,242.1,1.228,1.171,-1.208,1.09
61.716,156.0,-759.8,242.1,1.228,1.171,-1.208,1.09
64.286,156.0,-759.8,242.1,1.228,1.171,-1.208,1.126
66.824,156.0,-759.8,242.1,1.228,1.171,-1.208,1.126
68.836,156.0,-759.8,242.1,1.228,1.171,-1.208,1.126
70.833,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
72.843,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
75.371,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
77.91199999999999,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
79.906,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
81.906,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
84.426,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
86.644,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
89.181,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
92.17,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
94.681,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
97.675,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
99.67399999999999,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
101.191,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
103.19200000000001,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
107.312,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
114.37400000000001,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
116.915,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
122.91499999999999,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
158.213,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
162.37099999999998,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
173.465,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
179.514,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
182.51600000000002,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
184.513,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
187.369,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
190.982,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
192.98299999999998,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
197.05100000000002,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
200.047,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
201.57500000000002,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
206.114,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
211.134,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
229.39399999999998,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
231.39000000000001,156.0,-759.8,242.1,1.228,1.171,-1.208,1.09
234.394,156.0,-759.8,242.1,1.228,1.171,-1.208,1.09
236.206,156.0,-759.8,242.1,1.228,1.171,-1.208,1.09
239.206,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
244.24,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
246.738,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
248.74099999999999,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
251.24999999999997,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
253.26100000000002,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
255.28400000000002,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
259.29600000000005,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
261.822,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
264.366,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
266.395,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
268.397,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
270.396,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
272.913,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
275.445,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
278.719,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
281.726,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
285.55,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
287.56100000000004,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
290.562,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
292.56100000000004,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
294.439,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
297.91,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
299.91200000000003,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
301.911,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
305.444,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
307.979,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
309.975,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
311.976,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
314.488,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
316.562,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
318.561,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
320.55899999999997,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
324.56600000000003,156.0,-759.8,242.1,1.228,1.171,-1.208,1.126
328.091,156.0,-759.8,242.1,1.228,1.171,-1.208,1.126
330.09,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
332.088,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
334.598,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
336.668,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
337.675,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
340.674,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
342.674,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
345.178,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
348.713,156.0,-759.8,242.1,1.228,1.171,-1.208,1.126
350.71200000000005,156.0,-759.8,242.1,1.228,1.171,-1.208,1.126
352.713,156.0,-759.8,242.1,1.228,1.171,-1.208,1.126
355.228,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
358.77500000000003,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
360.77,156.0,-759.8,242.1,1.228,1.171,-1.208,1.231
365.289,156.0,-759.8,242.1,1.228,1.171,-1.208,1.09
367.88599999999997,156.0,-759.8,242.1,1.228,1.171,-1.208,1.09
369.885,156.0,-759.8,242.1,1.228,1.171,-1.208,1.09
371.891,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
375.411,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
376.92900000000003,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
378.94,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
380.94,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
382.94,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
386.532,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
388.05400000000003,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
392.055,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
394.562,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
397.401,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
399.541,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
401.546,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
403.541,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
407.452,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
409.63500000000005,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
411.635,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
413.636,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
415.149,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
417.575,156.0,-759.8,242.1,1.228,1.171,-1.208,1.161
419.572,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
422.586,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
425.08299999999997,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
427.093,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
429.094,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
433.223,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
435.319,156.0,-759.8,242.1,1.228,1.171,-1.208,1.301
439.331,156.0,-759.8,242.1,1.228,1.171,-1.208,1.301
442.334,156.0,-759.8,242.1,1.228,1.171,-1.208,1.301
446.688,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
448.714,156.0,-759.8,242.1,1.228,1.171,-1.208,1.125
450.714,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
452.699,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
455.764,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
459.795,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
462.78200000000004,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
464.72799999999995,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
468.26099999999997,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
472.27000000000004,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
474.286,156.0,-759.8,242.1,1.228,1.171,-1.208,1.195
476.824,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
479.822,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
481.82199999999995,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
484.35299999999995,156.0,-759.8,242.1,1.228,1.171,-1.208,1.196
489.404,156.0,-759.8,242.1,1.228,1.171,-1.208,0.984
492.397,156.0,-759.8,242.1,1.228,1.171,-1.208,0.984
494.397,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
496.427,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
498.437,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
500.992,156.0,-759.8,242.1,1.228,1.171,-1.208,1.16
502.991,156.0,-759.8,242.1,1.228,1.171,-1.208,0.844
507.06600000000003,156.0,-759.8,242.1,1.228,1.171,-1.208,0.844
509.093,156.0,-759.8,242.1,1.228,1.171,-1.208,0.844
510.59200000000004,156.0,-759.8,242.1,1.228,1.172,-1.208,0.667
512.62,156.0,-759.8,242.1,1.228,1.172,-1.208,0.667
514.6030000000001,156.0,-759.8,242.1,1.228,1.172,-1.208,0.667
517.1719999999999,156.0,-759.8,242.1,1.228,1.172,-1.208,0.667
519.1550000000001,155.9,-759.7,241.8,1.228,1.172,-1.208,0.808
521.685,155.9,-759.7,241.8,1.228,1.172,-1.208,0.808
525.197,155.9,-759.7,241.8,1.228,1.172,-1.208,0.808
527.6149999999999,155.9,-759.7,241.8,1.228,1.172,-1.208,0.808
529.616,155.8,-759.4,240.7,1.229,1.173,-1.208,0.879
531.616,155.8,-759.4,240.7,1.229,1.173,-1.208,0.879
534.6659999999999,155.8,-759.4,240.7,1.229,1.173,-1.208,0.879
536.215,155.7,-759.2,240.6,1.229,1.173,-1.208,1.16
538.222,155.7,-759.2,240.6,1.229,1.173,-1.208,1.16
541.231,155.7,-759.2,240.6,1.229,1.173,-1.208,1.16
543.6959999999999,155.7,-759.2,240.6,1.229,1.173,-1.208,1.16
546.582,155.7,-759.2,240.2,1.229,1.173,-1.208,1.125
548.233,155.7,-759.2,240.2,1.229,1.173,-1.208,1.125
550.2320000000001,155.7,-759.2,240.2,1.229,1.173,-1.208,1.125
552.745,155.7,-759.2,240.2,1.229,1.173,-1.208,1.125
