Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (mm),TCP_ry (mm),TCP_rz (mm),Robot_I (A)
0.0,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
2.522,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
4.52,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
6.524,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
10.5,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
12.052,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
16.082,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
18.604,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
22.18,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
24.717,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
26.699,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
29.734,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
32.283,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
34.302,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
36.3,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
38.315000000000005,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
40.523,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
42.660999999999994,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
44.674,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
46.686,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
49.217,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
51.426,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
53.96,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
59.062999999999995,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
61.092,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
63.077999999999996,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
65.29899999999999,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
67.305,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
70.964,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
73.5,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
77.526,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
80.435,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
82.031,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
84.586,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
86.586,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
90.348,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
92.35000000000001,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
97.346,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
99.147,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
101.169,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
103.174,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
105.174,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
107.17500000000001,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
109.261,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
111.886,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
114.843,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
116.85900000000001,176.0,-759.7,242.1,1.228,1.171,-1.208,1.195
120.271,176.0,-759.7,242.1,1.228,1.171,-1.208,1.195
121.994,176.0,-759.7,242.1,1.228,1.171,-1.208,1.195
123.97800000000001,176.0,-759.7,242.1,1.228,1.171,-1.208,1.195
125.994,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
128.508,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
131.056,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
133.071,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
135.07,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
137.07,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
138.595,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
142.153,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
144.13799999999998,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
146.154,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
148.67,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
152.23600000000002,176.0,-759.7,242.1,1.228,1.171,-1.208,1.02
154.23700000000002,176.0,-759.7,242.1,1.228,1.171,-1.208,1.02
158.236,176.0,-759.7,242.1,1.228,1.171,-1.208,1.02
160.309,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
164.292,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
168.306,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
170.649,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
172.65,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
174.651,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
176.65,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
178.175,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
181.731,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
183.74599999999998,176.0,-759.7,242.1,1.228,1.171,-1.208,1.23
185.745,176.0,-759.7,242.1,1.228,1.171,-1.208,1.23
188.268,176.0,-759.7,242.1,1.228,1.171,-1.208,1.23
189.804,176.0,-759.7,242.1,1.228,1.171,-1.208,1.23
191.81599999999997,176.0,-759.7,242.1,1.228,1.171,-1.208,1.02
193.815,176.0,-759.7,242.1,1.228,1.171,-1.208,1.02
195.815,176.0,-759.7,242.1,1.228,1.171,-1.208,1.02
198.336,176.0,-759.7,242.1,1.228,1.171,-1.208,1.02
200.55200000000002,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
203.102,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
205.102,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
208.292,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
211.036,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
213.16299999999998,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
216.17,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
218.17000000000002,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
219.946,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
222.497,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
224.497,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
226.497,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
228.497,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
231.62800000000001,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
233.656,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
235.655,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
238.228,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
239.921,176.0,-759.7,242.1,1.228,1.171,-1.208,1.126
241.923,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
244.459,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
248.962,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
250.97599999999997,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
254.278,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
256.288,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
258.289,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
260.178,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
262.177,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
264.669,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
268.192,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
270.519,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
272.278,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
275.827,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
278.33599999999996,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
280.856,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
282.848,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
285.403,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
287.404,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
288.914,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
290.94100000000003,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
292.94,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
296.491,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
300.041,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
302.051,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
304.03400000000005,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
306.591,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
309.14300000000003,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
311.28099999999995,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
312.81199999999995,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
315.346,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
317.377,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
320.941,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
322.93300000000005,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
325.456,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
327.483,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
330.30199999999996,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
332.992,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
334.989,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
336.519,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
338.546,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
342.083,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
344.088,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
346.086,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
348.05,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
350.60799999999995,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
352.607,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
354.606,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
356.625,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
358.469,176.0,-759.7,242.1,1.228,1.171,-1.208,1.195
361.02099999999996,176.0,-759.7,242.1,1.228,1.171,-1.208,1.195
363.02299999999997,176.0,-759.7,242.1,1.228,1.171,-1.208,1.195
366.02000000000004,176.0,-759.7,242.1,1.228,1.171,-1.208,1.195
368.057,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
370.59999999999997,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
372.603,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
374.607,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
376.601,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
379.64,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
381.654,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
383.65700000000004,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
388.16299999999995,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
390.23600000000005,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
392.23999999999995,176.0,-759.7,242.1,1.228,1.171,-1.208,1.196
394.24399999999997,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
396.238,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
399.27299999999997,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
401.284,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
403.289,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
405.289,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
407.293,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
409.311,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
412.856,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
416.85499999999996,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
420.829,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
422.92999999999995,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
424.449,176.0,-759.7,242.1,1.228,1.171,-1.208,1.09
426.451,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
428.451,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
431.48199999999997,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
435.49199999999996,176.0,-759.7,242.1,1.228,1.171,-1.208,1.125
437.49399999999997,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
440.023,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
442.021,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
443.546,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
445.547,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
449.102,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
450.642,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
453.16200000000003,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
455.164,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
457.164,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
460.986,176.0,-759.7,242.1,1.228,1.171,-1.208,1.16
462.497,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
464.51,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
468.085,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
469.54400000000004,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
471.554,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
473.802,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
475.802,176.0,-759.7,242.1,1.228,1.171,-1.208,1.055
478.30899999999997,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
481.41,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
482.919,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
484.93199999999996,176.0,-759.7,242.1,1.228,1.171,-1.208,1.231
486.945,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
489.019,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
491.04900000000004,176.0,-759.7,242.1,1.228,1.171,-1.208,1.161
