Time (ms),TCP_x (mm),TCP_y (mm),TCP_z (mm),TCP_rx (mm),TCP_ry (mm),TCP_rz (mm),Robot_I (A)
0.0,76.0,-799.9,241.9,1.228,1.171,-1.208,1.195
1.9780000000000002,76.0,-799.9,241.9,1.228,1.171,-1.208,1.23
3.987,76.0,-799.9,241.9,1.228,1.171,-1.208,1.23
6.494,76.0,-799.9,241.9,1.228,1.171,-1.208,1.23
10.527,76.0,-799.9,241.9,1.228,1.171,-1.208,1.23
12.514000000000001,76.0,-799.9,241.9,1.228,1.171,-1.208,1.265
14.783,76.0,-799.9,241.9,1.228,1.171,-1.208,1.265
16.782999999999998,76.0,-799.9,241.9,1.228,1.171,-1.208,1.265
19.924999999999997,76.0,-799.9,241.9,1.228,1.171,-1.208,1.265
22.085,76.0,-799.9,241.9,1.228,1.171,-1.208,1.23
24.098000000000003,76.0,-799.9,241.9,1.228,1.171,-1.208,1.23
26.098,76.0,-799.9,241.9,1.228,1.171,-1.208,1.23
27.632,76.0,-799.9,241.9,1.228,1.171,-1.208,1.16
29.651,76.0,-799.9,241.9,1.228,1.171,-1.208,1.16
31.655,76.0,-799.9,241.9,1.228,1.171,-1.208,1.16
33.651,76.0,-799.9,241.9,1.228,1.171,-1.208,1.16
35.64,76.0,-799.9,241.9,1.228,1.171,-1.208,1.23
37.638999999999996,76.0,-799.9,241.9,1.228,1.171,-1.208,1.23
39.690000000000005,76.0,-799.9,241.9,1.228,1.171,-1.208,1.23
41.69,76.0,-799.9,241.9,1.228,1.171,-1.208,1.23
43.714999999999996,76.0,-799.9,241.9,1.228,1.171,-1.208,1.23
45.702,76.0,-799.9,241.9,1.228,1.171,-1.208,1.3
47.696000000000005,76.0,-799.9,241.9,1.228,1.171,-1.208,1.3
49.78,76.0,-799.9,241.9,1.228,1.171,-1.208,1.3
51.781,76.0,-799.9,241.9,1.228,1.171,-1.208,1.3
53.779,76.0,-799.9,241.9,1.228,1.171,-1.208,1.194
55.779,76.0,-799.9,241.9,1.228,1.171,-1.208,1.194
57.813,76.0,-799.9,241.9,1.228,1.171,-1.208,1.194
59.790000000000006,76.0,-799.9,241.9,1.228,1.171,-1.208,1.194
61.779,76.0,-799.9,241.9,1.228,1.171,-1.208,1.265
63.707,76.0,-799.9,241.9,1.228,1.171,-1.208,1.265
65.776,76.0,-799.9,241.9,1.228,1.171,-1.208,1.265
67.774,76.0,-799.9,241.9,1.228,1.171,-1.208,1.265
69.775,76.0,-799.9,241.9,1.228,1.171,-1.208,1.195
71.775,76.0,-799.9,241.9,1.228,1.171,-1.208,1.195
73.282,76.0,-799.9,241.9,1.228,1.171,-1.208,1.195
75.313,76.0,-799.9,241.9,1.228,1.171,-1.208,1.195
77.313,76.0,-799.9,241.9,1.228,1.171,-1.208,1.195
79.29,76.0,-799.9,241.9,1.228,1.171,-1.208,1.336
81.3,76.0,-799.9,241.9,1.228,1.171,-1.208,1.336
83.828,76.0,-799.9,241.9,1.228,1.171,-1.208,1.336
85.848,76.0,-799.9,241.9,1.228,1.171,-1.208,1.336
87.86099999999999,76.0,-799.9,241.9,1.228,1.171,-1.208,1.159
89.848,76.0,-799.9,241.9,1.228,1.171,-1.208,1.159
91.861,76.0,-799.9,241.9,1.228,1.171,-1.208,1.159
94.401,76.0,-799.9,241.9,1.228,1.171,-1.208,1.159
96.42,76.0,-799.9,242.0,1.228,1.171,-1.208,1.23
98.41999999999999,76.0,-799.9,242.0,1.228,1.171,-1.208,1.23
100.42,76.0,-799.9,242.0,1.228,1.171,-1.208,1.23
102.43299999999999,76.0,-799.9,242.0,1.228,1.171,-1.208,1.23
104.949,76.0,-799.9,242.0,1.228,1.171,-1.208,1.194
106.97,76.0,-799.9,242.0,1.228,1.171,-1.208,1.194
108.959,76.0,-799.9,242.0,1.228,1.171,-1.208,1.194
110.972,76.0,-799.9,242.0,1.228,1.171,-1.208,1.194
112.959,76.0,-799.9,242.0,1.228,1.171,-1.208,1.159
115.49900000000001,76.0,-799.9,242.0,1.228,1.171,-1.208,1.159
117.529,76.0,-799.9,242.0,1.228,1.171,-1.208,1.159
121.06,76.0,-799.9,242.0,1.228,1.171,-1.208,1.159
123.094,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
125.59600000000002,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
127.603,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
129.613,76.0,-799.9,242.0,1.228,1.171,-1.208,1.231
131.613,76.0,-799.9,242.0,1.228,1.171,-1.208,1.231
133.627,76.0,-799.9,242.0,1.228,1.171,-1.208,1.231
136.14200000000002,76.0,-799.9,242.0,1.228,1.171,-1.208,1.231
137.745,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
139.704,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
142.155,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
144.161,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
146.69,76.0,-799.9,242.0,1.228,1.171,-1.208,1.23
148.72199999999998,76.0,-799.9,242.0,1.228,1.171,-1.208,1.23
150.72299999999998,76.0,-799.9,242.0,1.228,1.171,-1.208,1.23
152.709,76.0,-799.9,242.0,1.228,1.171,-1.208,1.159
154.70999999999998,76.0,-799.9,242.0,1.228,1.171,-1.208,1.159
157.248,76.0,-799.9,242.0,1.228,1.171,-1.208,1.159
159.258,76.0,-799.9,242.0,1.228,1.171,-1.208,1.159
161.268,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
163.282,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
165.268,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
167.81099999999998,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
169.83,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
171.843,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
173.525,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
174.82500000000002,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
176.344,76.0,-799.9,242.0,1.228,1.171,-1.208,1.3
178.343,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
179.865,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
181.871,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
183.865,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
185.872,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
187.865,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
189.9,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
191.902,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
195.90099999999998,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
197.902,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
199.90099999999998,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
201.901,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
203.901,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
205.90200000000002,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
207.9,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
209.9,76.0,-799.9,242.0,1.228,1.171,-1.208,1.265
211.904,76.0,-799.9,242.0,1.228,1.171,-1.208,1.23
214.40699999999998,76.0,-799.9,242.0,1.228,1.171,-1.208,1.23
216.414,76.0,-799.9,242.0,1.228,1.171,-1.208,1.23
218.414,76.0,-799.9,242.0,1.228,1.171,-1.208,1.23
220.923,76.0,-799.9,242.0,1.228,1.171,-1.208,1.195
222.929,76.0,-799.9,242.0,1.228,1.171,-1.208,1.195
224.93099999999998,76.0,-799.9,242.0,1.228,1.171,-1.208,1.195
226.07399999999998,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
228.078,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
230.074,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
232.078,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
234.074,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
235.58599999999998,76.0,-799.9,242.0,1.228,1.171,-1.208,1.335
237.594,76.0,-799.9,242.0,1.228,1.171,-1.208,1.335
239.594,76.0,-799.9,242.0,1.228,1.171,-1.208,1.335
241.597,76.0,-799.9,242.0,1.228,1.171,-1.208,1.335
243.59300000000002,76.0,-799.9,242.0,1.228,1.171,-1.208,1.195
246.155,76.0,-799.9,242.0,1.228,1.171,-1.208,1.195
248.106,76.0,-799.9,242.0,1.228,1.171,-1.208,1.195
250.10900000000004,76.0,-799.9,242.0,1.228,1.171,-1.208,1.195
252.10500000000002,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
254.106,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
256.61400000000003,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
258.622,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
260.62,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
262.61899999999997,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
264.621,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
267.129,76.0,-799.9,242.0,1.228,1.171,-1.208,1.301
269.139,76.0,-799.9,242.0,1.228,1.171,-1.208,1.336
271.139,76.0,-799.9,242.0,1.228,1.171,-1.208,1.336
273.139,76.0,-799.9,242.0,1.228,1.171,-1.208,1.336
275.138,76.0,-799.9,242.0,1.228,1.171,-1.208,1.336
277.648,76.1,-799.9,242.0,1.228,1.171,-1.208,1.371
279.659,76.1,-799.9,242.0,1.228,1.171,-1.208,1.371
281.683,76.1,-799.9,242.0,1.228,1.171,-1.208,1.371
283.686,76.1,-799.9,242.0,1.228,1.171,-1.208,1.371
285.69,76.1,-799.9,242.0,1.228,1.171,-1.208,1.371
288.269,76.1,-799.9,242.0,1.228,1.171,-1.208,1.23
292.32599999999996,76.1,-799.9,242.0,1.228,1.171,-1.208,1.23
296.334,76.1,-799.9,242.0,1.228,1.171,-1.208,1.23
299.273,76.1,-799.9,242.0,1.228,1.171,-1.208,1.23
301.965,76.1,-799.9,242.0,1.228,1.171,-1.208,1.441
303.97999999999996,76.1,-799.9,242.0,1.228,1.171,-1.208,1.441
305.95,76.1,-799.9,242.0,1.228,1.171,-1.208,1.441
307.94500000000005,76.1,-799.9,242.0,1.228,1.171,-1.208,1.441
310.548,76.1,-799.9,242.0,1.228,1.171,-1.208,1.441
313.577,76.1,-799.9,242.0,1.228,1.171,-1.208,1.441
315.582,76.1,-799.9,242.0,1.228,1.171,-1.208,1.441
318.558,76.1,-799.9,242.0,1.228,1.171,-1.208,1.336
321.181,76.1,-799.9,242.0,1.228,1.171,-1.208,1.336
323.87300000000005,76.1,-799.9,242.0,1.228,1.171,-1.208,1.336
327.841,76.1,-799.9,242.0,1.228,1.171,-1.208,1.336
330.68399999999997,76.1,-799.9,242.0,1.228,1.171,-1.208,1.336
333.452,76.1,-800.0,242.0,1.228,1.171,-1.208,1.23
335.462,76.1,-800.0,242.0,1.228,1.171,-1.208,1.23
338.44800000000004,76.1,-800.0,242.0,1.228,1.171,-1.208,1.23
341.53299999999996,76.1,-800.0,242.0,1.228,1.171,-1.208,1.23
345.585,76.1,-800.0,242.0,1.228,1.171,-1.208,1.23
348.572,76.1,-800.0,242.0,1.228,1.171,-1.208,1.405
351.57899999999995,76.1,-800.0,242.0,1.228,1.171,-1.208,1.405
353.968,76.1,-800.0,242.0,1.228,1.171,-1.208,1.405
356.964,76.1,-800.0,242.0,1.228,1.171,-1.208,1.405
359.948,76.1,-800.0,242.0,1.228,1.171,-1.208,1.405
361.951,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
364.115,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
366.11100000000005,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
368.114,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
370.112,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
372.108,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
374.153,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
376.14799999999997,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
378.151,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
380.151,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
382.14799999999997,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
383.22299999999996,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
385.216,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
387.214,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
389.21299999999997,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
391.217,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
392.72,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
394.726,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
396.728,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
398.726,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
400.734,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
402.72799999999995,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
405.812,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
407.81,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
409.80899999999997,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
411.813,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
414.125,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
416.126,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
418.124,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
420.12300000000005,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
421.62899999999996,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
423.152,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
425.161,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
427.159,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
429.15799999999996,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
431.161,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
433.73499999999996,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
435.691,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
437.704,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
439.679,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
441.68,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
444.18600000000004,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
446.195,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
448.193,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
450.193,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
452.19399999999996,76.1,-800.0,242.0,1.228,1.171,-1.208,1.335
454.826,76.1,-800.0,242.0,1.228,1.171,-1.208,1.335
456.731,76.1,-800.0,242.0,1.228,1.171,-1.208,1.335
458.755,76.1,-800.0,242.0,1.228,1.171,-1.208,1.511
460.741,76.1,-800.0,242.0,1.228,1.171,-1.208,1.511
462.74199999999996,76.1,-800.0,242.0,1.228,1.171,-1.208,1.511
465.33200000000005,76.1,-800.0,242.0,1.228,1.171,-1.208,1.511
467.28700000000003,76.1,-800.0,242.0,1.228,1.171,-1.208,1.37
469.289,76.1,-800.0,242.0,1.228,1.171,-1.208,1.37
471.302,76.1,-800.0,242.0,1.228,1.171,-1.208,1.37
473.27799999999996,76.1,-800.0,242.0,1.228,1.171,-1.208,1.37
475.786,76.1,-800.0,242.0,1.228,1.171,-1.208,1.195
477.797,76.1,-800.0,242.0,1.228,1.171,-1.208,1.195
479.796,76.1,-800.0,242.0,1.228,1.171,-1.208,1.195
481.80600000000004,76.1,-800.0,242.0,1.228,1.171,-1.208,1.195
483.80699999999996,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
486.32399999999996,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
488.334,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
490.333,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
492.336,76.1,-800.0,242.0,1.228,1.171,-1.208,1.23
494.344,76.1,-800.0,242.0,1.228,1.171,-1.208,1.23
496.927,76.1,-800.0,242.0,1.228,1.171,-1.208,1.23
498.894,76.1,-800.0,242.0,1.228,1.171,-1.208,1.265
500.90500000000003,76.1,-800.0,242.0,1.228,1.171,-1.208,1.265
502.892,76.1,-800.0,242.0,1.228,1.171,-1.208,1.265
504.88599999999997,76.1,-800.0,242.0,1.228,1.171,-1.208,1.265
507.421,76.1,-800.0,242.0,1.228,1.171,-1.208,1.476
509.44100000000003,76.1,-800.0,242.0,1.228,1.171,-1.208,1.476
511.44100000000003,76.1,-800.0,242.0,1.228,1.171,-1.208,1.476
513.454,76.1,-800.0,242.0,1.228,1.171,-1.208,1.476
515.4300000000001,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
517.969,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
519.9789999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
521.5070000000001,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
523.5260000000001,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
525.5260000000001,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
528.121,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
530.089,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
532.101,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
534.092,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
536.101,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
538.101,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
539.65,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
541.65,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
543.665,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
545.652,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
547.65,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
549.165,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
551.183,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
553.1949999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
555.195,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
557.196,76.1,-800.0,242.0,1.228,1.171,-1.208,1.335
559.711,76.1,-800.0,242.0,1.228,1.171,-1.208,1.335
561.731,76.1,-800.0,242.0,1.228,1.171,-1.208,1.335
563.744,76.1,-800.0,242.0,1.228,1.171,-1.208,1.335
565.732,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
567.754,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
570.348,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
572.307,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
576.296,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
578.316,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
580.809,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
582.816,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
584.827,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
588.8259999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.301
590.84,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
594.2330000000001,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
596.2460000000001,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
598.2330000000001,76.1,-800.0,242.0,1.228,1.171,-1.208,1.512
600.222,76.1,-800.0,242.0,1.228,1.171,-1.208,1.512
601.727,76.1,-800.0,242.0,1.228,1.171,-1.208,1.512
603.737,76.1,-800.0,242.0,1.228,1.171,-1.208,1.512
606.757,76.1,-800.0,242.0,1.228,1.171,-1.208,1.37
608.7439999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.37
610.757,76.1,-800.0,242.0,1.228,1.171,-1.208,1.37
612.262,76.1,-800.0,242.0,1.228,1.171,-1.208,1.37
616.271,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
618.267,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
620.2710000000001,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
621.776,76.1,-800.0,242.0,1.228,1.171,-1.208,1.336
623.3389999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.336
625.338,76.1,-800.0,242.0,1.228,1.171,-1.208,1.336
627.349,76.1,-800.0,242.0,1.228,1.171,-1.208,1.336
629.349,76.1,-800.0,242.0,1.228,1.171,-1.208,1.336
631.343,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
633.341,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
635.343,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
637.362,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
639.35,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
641.341,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
643.362,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
645.362,76.1,-800.0,242.0,1.228,1.171,-1.208,1.441
647.8779999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
649.8969999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
651.913,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
653.898,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
655.8969999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
658.4259999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
660.4440000000001,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
662.457,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
664.457,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
666.457,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
668.959,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
670.976,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
672.976,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
674.999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
676.976,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
679.485,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
681.515,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
683.515,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
685.5029999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
687.505,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
690.016,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
692.036,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
694.059,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
696.036,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
698.059,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
700.5649999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
702.584,76.1,-800.0,242.0,1.228,1.171,-1.208,1.3
704.584,76.1,-800.0,242.0,1.228,1.171,-1.208,1.477
706.573,76.1,-800.0,242.0,1.228,1.171,-1.208,1.477
708.584,76.1,-800.0,242.0,1.228,1.171,-1.208,1.477
711.1260000000001,76.1,-800.0,242.0,1.228,1.171,-1.208,1.477
713.146,76.1,-800.0,242.0,1.228,1.171,-1.208,1.335
715.146,76.1,-800.0,242.0,1.228,1.171,-1.208,1.335
717.1610000000001,76.1,-800.0,242.0,1.228,1.171,-1.208,1.335
719.146,76.1,-800.0,242.0,1.228,1.171,-1.208,1.335
721.675,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
723.682,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
725.688,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
727.705,76.1,-800.0,242.0,1.228,1.171,-1.208,1.371
729.6859999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
732.2070000000001,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
734.225,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
736.2239999999999,76.1,-800.0,242.0,1.228,1.171,-1.208,1.406
738.224,76.1,-800.0,242.0,1.228,1.171,-1.208,1.265
740.224,76.1,-800.0,242.0,1.228,1.171,-1.208,1.265
742.768,76.1,-800.0,242.0,1.228,1.171,-1.208,1.265
744.801,76.1,-800.0,242.0,1.228,1.171,-1.208,1.265
746.801,76.1,-800.0,242.1,1.228,1.171,-1.208,1.406
748.789,76.1,-800.0,242.1,1.228,1.171,-1.208,1.406
750.7819999999999,76.1,-800.0,242.1,1.228,1.171,-1.208,1.406
753.306,76.1,-800.0,242.1,1.228,1.171,-1.208,1.406
755.3290000000001,76.1,-800.0,242.1,1.228,1.171,-1.208,0.843
757.342,76.1,-800.0,242.1,1.228,1.171,-1.208,0.843
759.328,76.1,-800.0,242.1,1.228,1.171,-1.208,0.843
761.328,76.1,-800.0,242.1,1.228,1.171,-1.208,0.843
763.88,76.1,-799.7,241.6,1.228,1.172,-1.208,0.737
765.9010000000001,76.1,-799.7,241.6,1.228,1.172,-1.208,0.737
767.913,76.1,-799.7,241.6,1.228,1.172,-1.208,0.737
769.9,76.1,-799.7,241.6,1.228,1.172,-1.208,0.737
771.914,76.1,-799.7,241.6,1.228,1.172,-1.208,0.737
774.4290000000001,75.8,-799.4,240.9,1.229,1.173,-1.207,0.913
776.462,75.8,-799.4,240.9,1.229,1.173,-1.207,0.913
778.462,75.8,-799.4,240.9,1.229,1.173,-1.207,0.913
780.451,75.8,-799.4,240.9,1.229,1.173,-1.207,0.913
782.461,75.8,-799.4,240.9,1.229,1.173,-1.207,0.913
784.965,75.8,-799.3,240.4,1.229,1.173,-1.208,1.265
786.982,75.8,-799.3,240.4,1.229,1.173,-1.208,1.265
788.972,75.8,-799.3,240.4,1.229,1.173,-1.208,1.265
790.982,75.8,-799.3,240.4,1.229,1.173,-1.208,1.265
794.995,75.8,-799.4,240.0,1.229,1.172,-1.208,1.195
796.524,75.8,-799.4,240.0,1.229,1.172,-1.208,1.195
798.524,75.8,-799.4,240.0,1.229,1.172,-1.208,1.195
800.523,75.8,-799.4,240.0,1.229,1.172,-1.208,1.195
802.538,75.8,-799.7,239.9,1.228,1.172,-1.208,1.018
804.523,75.8,-799.7,239.9,1.228,1.172,-1.208,1.018
806.5360000000001,75.8,-799.7,239.9,1.228,1.172,-1.208,1.018
808.568,75.8,-799.7,239.9,1.228,1.172,-1.208,1.018
